uso_de_praticas_convencionais,qual_o_nivel_de_degradacao_que_predomina_nas_pastagens_,municipio_original,Record Count,municipio_norm,COD_UF,COD,NOME,nome_norm,nome_match,COD_fuzzy,COD_UF_fuzzy,NOME_fuzzy,nome_norm_fuzzy,codigo_final,uf_final,municipio_ibge
Não usa,Pouco degradado,AXIXÁ DO TOCANTINS TO,1,axixa do tocantins to,,,,,axixa do tocantins,1702901.0,17.0,Axixá do Tocantins,axixa do tocantins,1702901.0,17.0,Axixá do Tocantins
"Aração e gradagem, Pastagem nativa, Não usa",Pouco degradado,DIVINÓPOLIS,1,divinopolis,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
"Roça de toco, Queimadas",Pouco degradado,ARAGOMINAS,1,aragominas,17.0,1701309.0,Aragominas,aragominas,,,,,,1701309.0,17.0,Aragominas
Aração e gradagem,Pouco degradado,ABREULANDIA,1,abreulandia,17.0,1700251.0,Abreulândia,abreulandia,,,,,,1700251.0,17.0,Abreulândia
"Aração e gradagem, Uso de agrotóxicos",,RIO DOS BOIS,1,rio dos bois,17.0,1718709.0,Rio dos Bois,rio dos bois,,,,,,1718709.0,17.0,Rio dos Bois
"Roça de toco, Plantio convencional, Aração e gradagem, Pastagem nativa, Monocultura",Pouco degradado,NOVA OLINDA,1,nova olinda,17.0,1714880.0,Nova Olinda,nova olinda,,,,,,1714880.0,17.0,Nova Olinda
"Plantio convencional, Monocultura, Uso de agrotóxicos",Pouco degradado,FILADELFIA,1,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
Aração e gradagem,Pouco degradado,Cristalandia To   PA S. Francisco,1,cristalandia to   pa s. francisco,,,,,cristalandia,1706100.0,17.0,Cristalândia,cristalandia,1706100.0,17.0,Cristalândia
Roça de toco,Muito degradado,Novo Acordo,1,novo acordo,17.0,1715101.0,Novo Acordo,novo acordo,,,,,,1715101.0,17.0,Novo Acordo
Aração e gradagem,Não possui degradação,Cristalandia TO   Associação Vila da Prata,1,cristalandia to   associacao vila da prata,,,,,cristalandia,1706100.0,17.0,Cristalândia,cristalandia,1706100.0,17.0,Cristalândia
"Plantio convencional, Uso de agrotóxicos",Pouco degradado,ALIANÇA,1,alianca,,,,,alianca do tocantins,1700350.0,17.0,Aliança do Tocantins,alianca do tocantins,1700350.0,17.0,Aliança do Tocantins
"Roça de toco, Plantio convencional, Pastagem nativa",Degradação Média,PONTE ALTA DO BOM JESUS,1,ponte alta do bom jesus,17.0,1717800.0,Ponte Alta do Bom Jesus,ponte alta do bom jesus,,,,,,1717800.0,17.0,Ponte Alta do Bom Jesus
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Não possui degradação,LAGOA DA CONFUSÃO -TO,1,lagoa da confusao -to,,,,,lagoa da confusao,1711902.0,17.0,Lagoa da Confusão,lagoa da confusao,1711902.0,17.0,Lagoa da Confusão
"Aração e gradagem, Queimadas, Monocultura, Uso de agrotóxicos",Degradação Média,SÃO MIGUEL,1,sao miguel,,,,,sao miguel do tocantins,1720200.0,17.0,São Miguel do Tocantins,sao miguel do tocantins,1720200.0,17.0,São Miguel do Tocantins
"Roça de toco, Aração e gradagem, Uso de agrotóxicos",Não possui degradação,Piraquê,1,piraque,17.0,1717206.0,Piraquê,piraque,,,,,,1717206.0,17.0,Piraquê
"Plantio convencional, Aração e gradagem, Monocultura, Uso de agrotóxicos",Degradação Média,Ipueiras,1,ipueiras,17.0,1709807.0,Ipueiras,ipueiras,,,,,,1709807.0,17.0,Ipueiras
"Aração e gradagem, Queimadas, Uso de agrotóxicos",Pouco degradado,Piraquê,1,piraque,17.0,1717206.0,Piraquê,piraque,,,,,,1717206.0,17.0,Piraquê
"Roça de toco, Aração e gradagem, Queimadas, Uso de agrotóxicos",Degradação Média,"P.A Tamboril, Angico - TO",1,"p.a tamboril, angico - to",,,,,angico,1701051.0,17.0,Angico,angico,1701051.0,17.0,Angico
"Aração e gradagem, Uso de agrotóxicos",Pouco degradado,ABREULANDIA,1,abreulandia,17.0,1700251.0,Abreulândia,abreulandia,,,,,,1700251.0,17.0,Abreulândia
"Roça de toco, Plantio convencional, Aração e gradagem",Não possui degradação,DIANÓPOLIS,1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
Queimadas,Pouco degradado,Talisma,1,talisma,17.0,1720978.0,Talismã,talisma,,,,,,1720978.0,17.0,Talismã
"Plantio convencional, Pastagem nativa, Uso de agrotóxicos",Pouco degradado,IPUEIRAS,1,ipueiras,17.0,1709807.0,Ipueiras,ipueiras,,,,,,1709807.0,17.0,Ipueiras
"Aração e gradagem, Monocultura, Uso de agrotóxicos",Degradação Média,LUZINOPOLIS-TO,1,luzinopolis-to,,,,,luzinopolis,1712454.0,17.0,Luzinópolis,luzinopolis,1712454.0,17.0,Luzinópolis
"Plantio convencional, Uso de agrotóxicos",Pouco degradado,Miracema do tocantins-TO,1,miracema do tocantins-to,,,,,miracema do tocantins,1713205.0,17.0,Miracema do Tocantins,miracema do tocantins,1713205.0,17.0,Miracema do Tocantins
"Plantio convencional, Uso de agrotóxicos",Pouco degradado,BARROLÂNDIA,1,barrolandia,17.0,1703107.0,Barrolândia,barrolandia,,,,,,1703107.0,17.0,Barrolândia
"Roça de toco, Queimadas",,CASEARA,1,caseara,17.0,1703909.0,Caseara,caseara,,,,,,1703909.0,17.0,Caseara
"Plantio convencional, Pastagem nativa",,Nova Rosalândia,1,nova rosalandia,17.0,1715002.0,Nova Rosalândia,nova rosalandia,,,,,,1715002.0,17.0,Nova Rosalândia
"Roça de toco, Plantio convencional",,Dois Irmãos,1,dois irmaos,,,,,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins
"Roça de toco, Plantio convencional",,Miracema do Tocantins,1,miracema do tocantins,17.0,1713205.0,Miracema do Tocantins,miracema do tocantins,,,,,,1713205.0,17.0,Miracema do Tocantins
"Aração e gradagem, Queimadas",,RIO SONO - TO,1,rio sono - to,,,,,rio sono,1718758.0,17.0,Rio Sono,rio sono,1718758.0,17.0,Rio Sono
"Aração e gradagem, Queimadas, Monocultura, Uso de agrotóxicos",Pouco degradado,FILADÉLFIA,1,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
"Roça de toco, Plantio convencional, Monocultura",Degradação Média,MONTE DO CARMO-TO,1,monte do carmo-to,,,,,monte do carmo,1713601.0,17.0,Monte do Carmo,monte do carmo,1713601.0,17.0,Monte do Carmo
"Plantio convencional, Aração e gradagem, PRODUTO NATURAL PARA CONTROLE DE PRAGAS E DOENÇAS.",,DIANÓPOLIS,1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
"Plantio convencional, Aração e gradagem",,PORTO NACIONAL,1,porto nacional,17.0,1718204.0,Porto Nacional,porto nacional,,,,,,1718204.0,17.0,Porto Nacional
"Aração e gradagem, Queimadas, Pastagem nativa",Pouco degradado,SILVANOPOLIS,1,silvanopolis,17.0,1720655.0,Silvanópolis,silvanopolis,,,,,,1720655.0,17.0,Silvanópolis
"Roça de toco, Pastagem nativa",,Silvanópolis,1,silvanopolis,17.0,1720655.0,Silvanópolis,silvanopolis,,,,,,1720655.0,17.0,Silvanópolis
"Aração e gradagem, Uso de agrotóxicos",Pouco degradado,Miracema do Tocantins,1,miracema do tocantins,17.0,1713205.0,Miracema do Tocantins,miracema do tocantins,,,,,,1713205.0,17.0,Miracema do Tocantins
Aração e gradagem,Não possui degradação,Novo Jardim,1,novo jardim,17.0,1715259.0,Novo Jardim,novo jardim,,,,,,1715259.0,17.0,Novo Jardim
"Roça de toco, Aração e gradagem, Queimadas, Uso de agrotóxicos",Não possui degradação,FILADÉLFIA,1,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
"Roça de toco, Plantio convencional, Pastagem nativa",Não possui degradação,PARANÃ,1,parana,17.0,1716208.0,Paranã,parana,,,,,,1716208.0,17.0,Paranã
"Aração e gradagem, Pastagem nativa, Uso de agrotóxicos",,CARMOLANDIA,1,carmolandia,17.0,1703883.0,Carmolândia,carmolandia,,,,,,1703883.0,17.0,Carmolândia
"Aração e gradagem, Uso de agrotóxicos",Não possui degradação,CASEARA - TO,1,caseara - to,,,,,caseara,1703909.0,17.0,Caseara,caseara,1703909.0,17.0,Caseara
"Plantio convencional, Uso de agrotóxicos",Degradação Média,JAU DO TO,1,jau do to,,,,,jau do tocantins,1711506.0,17.0,Jaú do Tocantins,jau do tocantins,1711506.0,17.0,Jaú do Tocantins
Plantio convencional,,Esperantina,1,esperantina,17.0,1707405.0,Esperantina,esperantina,,,,,,1707405.0,17.0,Esperantina
"Aração e gradagem, Uso de agrotóxicos",Não possui degradação,AXIXÁ DO TOCANTINS,1,axixa do tocantins,17.0,1702901.0,Axixá do Tocantins,axixa do tocantins,,,,,,1702901.0,17.0,Axixá do Tocantins
"Roça de toco, Queimadas, Uso de agrotóxicos",Degradação Média,LUZINOPOLIS -TO,1,luzinopolis -to,,,,,luzinopolis,1712454.0,17.0,Luzinópolis,luzinopolis,1712454.0,17.0,Luzinópolis
Plantio convencional,Degradação Média,MIRACEMA DO TOCANTINS,1,miracema do tocantins,17.0,1713205.0,Miracema do Tocantins,miracema do tocantins,,,,,,1713205.0,17.0,Miracema do Tocantins
Roça de toco,,AXIXÁ,1,axixa,,,,,axixa do tocantins,1702901.0,17.0,Axixá do Tocantins,axixa do tocantins,1702901.0,17.0,Axixá do Tocantins
"Plantio convencional, Aração e gradagem",,Araguaína,1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
"Roça de toco, Pastagem nativa",,PARANÃ -TO,1,parana -to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
"Plantio convencional, Aração e gradagem",,ABREULÂNDIA,1,abreulandia,17.0,1700251.0,Abreulândia,abreulandia,,,,,,1700251.0,17.0,Abreulândia
"Plantio convencional, Aração e gradagem, Queimadas, Pastagem nativa, Monocultura, Uso de agrotóxicos",Não possui degradação,Araguatins,1,araguatins,17.0,1702208.0,Araguatins,araguatins,,,,,,1702208.0,17.0,Araguatins
"Plantio convencional, Aração e gradagem, Queimadas",Degradação Média,Nova Rosalãndia,1,nova rosalandia,17.0,1715002.0,Nova Rosalândia,nova rosalandia,,,,,,1715002.0,17.0,Nova Rosalândia
"Plantio convencional, Queimadas",Degradação Média,Nova Rosalãndia,1,nova rosalandia,17.0,1715002.0,Nova Rosalândia,nova rosalandia,,,,,,1715002.0,17.0,Nova Rosalândia
"Aração e gradagem, Uso de agrotóxicos",Pouco degradado,Dois Irmãos,1,dois irmaos,,,,,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins
"Aração e gradagem, Queimadas, Monocultura, Uso de agrotóxicos",Não possui degradação,FILADÉLFIA,1,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
Aração e gradagem,Pouco degradado,DIVINÓPOLIS - TO,1,divinopolis - to,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
"Roça de toco, Queimadas",,São Bento do Tocantins,1,sao bento do tocantins,17.0,1720101.0,São Bento do Tocantins,sao bento do tocantins,,,,,,1720101.0,17.0,São Bento do Tocantins
Uso de agrotóxicos,Não possui degradação,RIO SONO - TO,1,rio sono - to,,,,,rio sono,1718758.0,17.0,Rio Sono,rio sono,1718758.0,17.0,Rio Sono
"Plantio convencional, Aração e gradagem, Pastagem nativa",Não possui degradação,Miracema do Tocantins,1,miracema do tocantins,17.0,1713205.0,Miracema do Tocantins,miracema do tocantins,,,,,,1713205.0,17.0,Miracema do Tocantins
Não usa,Pouco degradado,pium,1,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
"Plantio convencional, Aração e gradagem, Queimadas, Uso de agrotóxicos",Não possui degradação,ALIANÇA DO TOCANTINS,1,alianca do tocantins,17.0,1700350.0,Aliança do Tocantins,alianca do tocantins,,,,,,1700350.0,17.0,Aliança do Tocantins
Plantio convencional,Degradação Média,Monte Santo,1,monte santo,,,,,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins
"Aração e gradagem, Uso de agrotóxicos",,SÃO MIGUEL DO TOCANTINS,1,sao miguel do tocantins,17.0,1720200.0,São Miguel do Tocantins,sao miguel do tocantins,,,,,,1720200.0,17.0,São Miguel do Tocantins
Plantio convencional,Pouco degradado,RIO SONO,1,rio sono,17.0,1718758.0,Rio Sono,rio sono,,,,,,1718758.0,17.0,Rio Sono
"Plantio convencional, Aração e gradagem",,ABREULANDIA,1,abreulandia,17.0,1700251.0,Abreulândia,abreulandia,,,,,,1700251.0,17.0,Abreulândia
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",,Barrolândia,1,barrolandia,17.0,1703107.0,Barrolândia,barrolandia,,,,,,1703107.0,17.0,Barrolândia
"Plantio convencional, Não usa",Não possui degradação,Alvorada,1,alvorada,17.0,1700707.0,Alvorada,alvorada,,,,,,1700707.0,17.0,Alvorada
"Roça de toco, Queimadas",Pouco degradado,Ananás,1,ananas,17.0,1701002.0,Ananás,ananas,,,,,,1701002.0,17.0,Ananás
"Plantio convencional, Pastagem nativa",Degradação Média,MARIANÓPOLIS DO TOCANTINS,1,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
Plantio convencional,,São Salvador do Tocantins,1,sao salvador do tocantins,17.0,1720259.0,São Salvador do Tocantins,sao salvador do tocantins,,,,,,1720259.0,17.0,São Salvador do Tocantins
"Plantio convencional, Aração e gradagem",Não possui degradação,NOVO JARDIM,1,novo jardim,17.0,1715259.0,Novo Jardim,novo jardim,,,,,,1715259.0,17.0,Novo Jardim
"Aração e gradagem, Monocultura, Uso de agrotóxicos",,GUARAI,1,guarai,17.0,1709302.0,Guaraí,guarai,,,,,,1709302.0,17.0,Guaraí
Pastagem nativa,Pouco degradado,PIUM,1,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
Não usa,,Rio da Conceiçaõ,1,rio da conceicao,17.0,1718659.0,Rio da Conceição,rio da conceicao,,,,,,1718659.0,17.0,Rio da Conceição
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Pouco degradado,CHAPADA DE AREIA,1,chapada de areia,17.0,1704600.0,Chapada de Areia,chapada de areia,,,,,,1704600.0,17.0,Chapada de Areia
"Roça de toco, Queimadas",Pouco degradado,Filadelfia,1,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
"Aração e gradagem, Uso de agrotóxicos",Não possui degradação,Aurora do Tocantins,1,aurora do tocantins,17.0,1702703.0,Aurora do Tocantins,aurora do tocantins,,,,,,1702703.0,17.0,Aurora do Tocantins
"Aração e gradagem, Não usa",Não possui degradação,PIUM,1,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
"Aração e gradagem, Uso de agrotóxicos",Não possui degradação,pium,1,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
"Plantio convencional, Aração e gradagem",Pouco degradado,Divinopolis do Tocantins,1,divinopolis do tocantins,17.0,1707108.0,Divinópolis do Tocantins,divinopolis do tocantins,,,,,,1707108.0,17.0,Divinópolis do Tocantins
"Aração e gradagem, Queimadas, Uso de agrotóxicos",Pouco degradado,ARAGOMINAS-TO,1,aragominas-to,,,,,aragominas,1701309.0,17.0,Aragominas,aragominas,1701309.0,17.0,Aragominas
"Monocultura, Uso de agrotóxicos",Degradação Média,ARAGOMINAS,1,aragominas,17.0,1701309.0,Aragominas,aragominas,,,,,,1701309.0,17.0,Aragominas
Aração e gradagem,Não possui degradação,Talisma,1,talisma,17.0,1720978.0,Talismã,talisma,,,,,,1720978.0,17.0,Talismã
Pastagem nativa,Não possui degradação,PIUM,1,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Não possui degradação,Araguaína,1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
"Roça de toco, Plantio convencional, Aração e gradagem, Pastagem nativa, Uso de agrotóxicos",Pouco degradado,Santa Terezinha do Tocantins,1,santa terezinha do tocantins,17.0,1720002.0,Santa Terezinha do Tocantins,santa terezinha do tocantins,,,,,,1720002.0,17.0,Santa Terezinha do Tocantins
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",,Wanderlândia,1,wanderlandia,17.0,1722081.0,Wanderlândia,wanderlandia,,,,,,1722081.0,17.0,Wanderlândia
"Aração e gradagem, Uso de agrotóxicos",Não possui degradação,COLMEIA,1,colmeia,17.0,1716703.0,Colméia,colmeia,,,,,,1716703.0,17.0,Colméia
Plantio convencional,Não possui degradação,ALMAS,1,almas,17.0,1700400.0,Almas,almas,,,,,,1700400.0,17.0,Almas
Roça de toco,,ARAGOMINAS,1,aragominas,17.0,1701309.0,Aragominas,aragominas,,,,,,1701309.0,17.0,Aragominas
Aração e gradagem,Não possui degradação,Sucupira,1,sucupira,17.0,1720853.0,Sucupira,sucupira,,,,,,1720853.0,17.0,Sucupira
"Roça de toco, Aração e gradagem, Queimadas",,Tocantínia,1,tocantinia,17.0,1721109.0,Tocantínia,tocantinia,,,,,,1721109.0,17.0,Tocantínia
"Roça de toco, Queimadas, Uso de agrotóxicos",,Couto Magalhães,1,couto magalhaes,17.0,1706001.0,Couto Magalhães,couto magalhaes,,,,,,1706001.0,17.0,Couto Magalhães
Aração e gradagem,Não possui degradação,Miranorte-TO,1,miranorte-to,,,,,miranorte,1713304.0,17.0,Miranorte,miranorte,1713304.0,17.0,Miranorte
Aração e gradagem,,ABREULANDIA,1,abreulandia,17.0,1700251.0,Abreulândia,abreulandia,,,,,,1700251.0,17.0,Abreulândia
"Roça de toco, Plantio convencional, Pastagem nativa, Uso de agrotóxicos",Pouco degradado,GUARAÍ,1,guarai,17.0,1709302.0,Guaraí,guarai,,,,,,1709302.0,17.0,Guaraí
"Roça de toco, Plantio convencional, Aração e gradagem, Queimadas, Uso de agrotóxicos",Pouco degradado,ARAGUAÍNA,1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
"Plantio convencional, Aração e gradagem",Não possui degradação,ponte alta do bom jesus,1,ponte alta do bom jesus,17.0,1717800.0,Ponte Alta do Bom Jesus,ponte alta do bom jesus,,,,,,1717800.0,17.0,Ponte Alta do Bom Jesus
"Plantio convencional, Aração e gradagem",Degradação Média,PONTE ALTA DO BOM JESUS,1,ponte alta do bom jesus,17.0,1717800.0,Ponte Alta do Bom Jesus,ponte alta do bom jesus,,,,,,1717800.0,17.0,Ponte Alta do Bom Jesus
"Plantio convencional, Aração e gradagem, Pastagem nativa, Uso de agrotóxicos",,Monte do Carmo,1,monte do carmo,17.0,1713601.0,Monte do Carmo,monte do carmo,,,,,,1713601.0,17.0,Monte do Carmo
Plantio convencional,,Nova Rosalândia,1,nova rosalandia,17.0,1715002.0,Nova Rosalândia,nova rosalandia,,,,,,1715002.0,17.0,Nova Rosalândia
"Roça de toco, Plantio convencional",,Caseara,1,caseara,17.0,1703909.0,Caseara,caseara,,,,,,1703909.0,17.0,Caseara
"Plantio convencional, Aração e gradagem, Monocultura, Uso de agrotóxicos",Degradação Média,SANTA RITA DO TOCANTINS,1,santa rita do tocantins,17.0,1718899.0,Santa Rita do Tocantins,santa rita do tocantins,,,,,,1718899.0,17.0,Santa Rita do Tocantins
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",,PARAÍSO -TO,1,paraiso -to,,,,,paraiso do tocantins,1716109.0,17.0,Paraíso do Tocantins,paraiso do tocantins,1716109.0,17.0,Paraíso do Tocantins
"Roça de toco, Plantio convencional, Pastagem nativa",Não possui degradação,Divinopolis,1,divinopolis,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
Plantio convencional,,DIANOPOLIS,1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
"Roça de toco, Plantio convencional",,BABAÇULANDIA,1,babaculandia,17.0,1703008.0,Babaçulândia,babaculandia,,,,,,1703008.0,17.0,Babaçulândia
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",,PALMEIRA DO TOCANTINS,1,palmeira do tocantins,,,,,palmeiras do tocantins,1713809.0,17.0,Palmeiras do Tocantins,palmeiras do tocantins,1713809.0,17.0,Palmeiras do Tocantins
Plantio convencional,,PUGMIL,1,pugmil,17.0,1718451.0,Pugmil,pugmil,,,,,,1718451.0,17.0,Pugmil
"Plantio convencional, Aração e gradagem",,BOM JESUS DO TOCANTINS,1,bom jesus do tocantins,17.0,1703305.0,Bom Jesus do Tocantins,bom jesus do tocantins,,,,,,1703305.0,17.0,Bom Jesus do Tocantins
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",,PALMAS,1,palmas,17.0,1721000.0,Palmas,palmas,,,,,,1721000.0,17.0,Palmas
"Roça de toco, Plantio convencional, Aração e gradagem",Pouco degradado,Araguanã,1,araguana,17.0,1702158.0,Araguanã,araguana,,,,,,1702158.0,17.0,Araguanã
"Plantio convencional, Aração e gradagem, Pastagem nativa, Uso de agrotóxicos",Pouco degradado,Barrolândia -To,1,barrolandia -to,,,,,barrolandia,1703107.0,17.0,Barrolândia,barrolandia,1703107.0,17.0,Barrolândia
"Aração e gradagem, Uso de agrotóxicos",Pouco degradado,Aurora do Tocantins,1,aurora do tocantins,17.0,1702703.0,Aurora do Tocantins,aurora do tocantins,,,,,,1702703.0,17.0,Aurora do Tocantins
"Plantio convencional, Aração e gradagem",,PARAISO -TO,1,paraiso -to,,,,,paraiso do tocantins,1716109.0,17.0,Paraíso do Tocantins,paraiso do tocantins,1716109.0,17.0,Paraíso do Tocantins
Plantio convencional,Não possui degradação,MONTE SANTO,1,monte santo,,,,,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins
Não usa,Não possui degradação,FILADELFIA,1,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
"Roça de toco, Aração e gradagem, Queimadas, Não usa",Pouco degradado,Ananás,1,ananas,17.0,1701002.0,Ananás,ananas,,,,,,1701002.0,17.0,Ananás
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Pouco degradado,SILVANÓPOLIS,1,silvanopolis,17.0,1720655.0,Silvanópolis,silvanopolis,,,,,,1720655.0,17.0,Silvanópolis
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Muito degradado,Araguatins,1,araguatins,17.0,1702208.0,Araguatins,araguatins,,,,,,1702208.0,17.0,Araguatins
"Aração e gradagem, Uso de agrotóxicos",Degradação Média,Cristalandia -TO  Associação Vila da Prata,1,cristalandia -to  associacao vila da prata,,,,,cristalandia,1706100.0,17.0,Cristalândia,cristalandia,1706100.0,17.0,Cristalândia
"Plantio convencional, Aração e gradagem, Monocultura, Uso de agrotóxicos",Pouco degradado,SANTA RITA DO TOCANTINS,1,santa rita do tocantins,17.0,1718899.0,Santa Rita do Tocantins,santa rita do tocantins,,,,,,1718899.0,17.0,Santa Rita do Tocantins
"Roça de toco, Queimadas, Pastagem nativa, Não usa",,araguantins-esperantina,1,araguantins-esperantina,,,,,esperantina,1707405.0,17.0,Esperantina,esperantina,1707405.0,17.0,Esperantina
"Aração e gradagem, Pastagem nativa, Uso de agrotóxicos",Não possui degradação,RIO DOS BOIS,1,rio dos bois,17.0,1718709.0,Rio dos Bois,rio dos bois,,,,,,1718709.0,17.0,Rio dos Bois
"Plantio convencional, Aração e gradagem",Pouco degradado,Barrolândia-TO,1,barrolandia-to,,,,,barrolandia,1703107.0,17.0,Barrolândia,barrolandia,1703107.0,17.0,Barrolândia
Pastagem nativa,Pouco degradado,Tocantínia,1,tocantinia,17.0,1721109.0,Tocantínia,tocantinia,,,,,,1721109.0,17.0,Tocantínia
"Roça de toco, Plantio convencional",,RIO SONO TOCANTINS,1,rio sono tocantins,,,,,rio sono,1718758.0,17.0,Rio Sono,rio sono,1718758.0,17.0,Rio Sono
"Aração e gradagem, Uso de agrotóxicos",Não possui degradação,São Salvador do Tocantins,1,sao salvador do tocantins,17.0,1720259.0,São Salvador do Tocantins,sao salvador do tocantins,,,,,,1720259.0,17.0,São Salvador do Tocantins
"Plantio convencional, Uso de agrotóxicos",,MARIANOPOLIS DO TOCANTINS,1,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
Não usa,,LAGOA DA CONFUSÃO - TO,1,lagoa da confusao - to,,,,,lagoa da confusao,1711902.0,17.0,Lagoa da Confusão,lagoa da confusao,1711902.0,17.0,Lagoa da Confusão
"Aração e gradagem, Monocultura",Degradação Média,Nova Rosalãndia,1,nova rosalandia,17.0,1715002.0,Nova Rosalândia,nova rosalandia,,,,,,1715002.0,17.0,Nova Rosalândia
"Plantio convencional, Aração e gradagem, Pastagem nativa, Monocultura",Degradação Média,Silvanópolis,1,silvanopolis,17.0,1720655.0,Silvanópolis,silvanopolis,,,,,,1720655.0,17.0,Silvanópolis
"Roça de toco, Aração e gradagem, Pastagem nativa, Uso de agrotóxicos",Degradação Média,PIUM,1,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
"Aração e gradagem, Uso de agrotóxicos",Não possui degradação,RIO DOS BOIS,1,rio dos bois,17.0,1718709.0,Rio dos Bois,rio dos bois,,,,,,1718709.0,17.0,Rio dos Bois
"Roça de toco, Plantio convencional, Pastagem nativa",Degradação Média,BABAÇULÂNDIA,1,babaculandia,17.0,1703008.0,Babaçulândia,babaculandia,,,,,,1703008.0,17.0,Babaçulândia
"Plantio convencional, Queimadas, Pastagem nativa",Pouco degradado,GOIATINS,1,goiatins,17.0,1709005.0,Goiatins,goiatins,,,,,,1709005.0,17.0,Goiatins
Não usa,Não possui degradação,CASEARA -TO,1,caseara -to,,,,,caseara,1703909.0,17.0,Caseara,caseara,1703909.0,17.0,Caseara
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",,AGUIARNÓPOLIS,1,aguiarnopolis,17.0,1700301.0,Aguiarnópolis,aguiarnopolis,,,,,,1700301.0,17.0,Aguiarnópolis
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Não possui degradação,Dois Irmãos do Tocantins,1,dois irmaos do tocantins,17.0,1707207.0,dois Irmãos do Tocantins,dois irmaos do tocantins,,,,,,1707207.0,17.0,dois Irmãos do Tocantins
Aração e gradagem,Degradação Média,SILVANOPOLIS,1,silvanopolis,17.0,1720655.0,Silvanópolis,silvanopolis,,,,,,1720655.0,17.0,Silvanópolis
Aração e gradagem,Pouco degradado,Cachoeirinha,1,cachoeirinha,17.0,1703826.0,Cachoeirinha,cachoeirinha,,,,,,1703826.0,17.0,Cachoeirinha
"Plantio convencional, Aração e gradagem, Queimadas",,ARAGOMINAS,1,aragominas,17.0,1701309.0,Aragominas,aragominas,,,,,,1701309.0,17.0,Aragominas
